2026-02-09 09:14:04.861 [main] WARN  com.revhire.service.AuthServiceImpl - Failed login attempt for email: Invalid@test.com
2026-02-09 09:14:04.948 [main] WARN  com.revhire.service.AuthServiceImpl - Login attempt with empty credentials
2026-02-09 09:14:04.972 [main] WARN  com.revhire.service.AuthServiceImpl - Failed login attempt for email: Invalid@test.com
2026-02-09 09:14:05.878 [main] INFO  com.revhire.service.JobServiceImpl - Job posted: Java Dev by Company ID: 1
2026-02-09 15:07:24.456 [main] INFO  com.revhire.service.AuthServiceImpl - User registered successfully: emp@test.com with role: EMPLOYER
2026-02-09 15:07:24.505 [main] INFO  com.revhire.service.AuthServiceImpl - User logged in: test@test.com (Role: JOB_SEEKER)
2026-02-09 15:07:24.538 [main] WARN  com.revhire.service.AuthServiceImpl - Failed login attempt for email: wrong@test.com
2026-02-09 15:07:24.563 [main] INFO  com.revhire.service.AuthServiceImpl - User registered successfully: new@test.com with role: JOB_SEEKER
2026-02-09 15:07:25.401 [main] INFO  com.revhire.service.JobServiceImpl - Job updated: ID 1 - Updated Title
2026-02-09 15:07:25.447 [main] INFO  com.revhire.service.JobServiceImpl - Job posted: Java Dev by Company ID: 1
2026-02-09 15:26:32.525 [main] INFO  com.revhire.service.AuthServiceImpl - User registered successfully: emp@test.com with role: EMPLOYER
2026-02-09 15:26:32.567 [main] INFO  com.revhire.service.AuthServiceImpl - User logged in: test@test.com (Role: JOB_SEEKER)
2026-02-09 15:26:32.586 [main] WARN  com.revhire.service.AuthServiceImpl - Failed login attempt for email: wrong@test.com
2026-02-09 15:26:32.605 [main] INFO  com.revhire.service.AuthServiceImpl - User registered successfully: new@test.com with role: JOB_SEEKER
2026-02-09 15:26:33.159 [main] INFO  com.revhire.service.JobServiceImpl - Job updated: ID 1 - Updated Title
2026-02-09 15:26:33.189 [main] INFO  com.revhire.service.JobServiceImpl - Job posted: Java Dev by Company ID: 1
2026-02-09 15:27:12.665 [main] INFO  com.revhire.service.AuthServiceImpl - User registered successfully: emp@test.com with role: EMPLOYER
2026-02-09 15:27:12.695 [main] INFO  com.revhire.service.AuthServiceImpl - User logged in: test@test.com (Role: JOB_SEEKER)
2026-02-09 15:27:12.725 [main] WARN  com.revhire.service.AuthServiceImpl - Failed login attempt for email: wrong@test.com
2026-02-09 15:27:12.748 [main] INFO  com.revhire.service.AuthServiceImpl - User registered successfully: new@test.com with role: JOB_SEEKER
2026-02-09 15:27:13.022 [main] INFO  com.revhire.service.JobServiceImpl - Job updated: ID 1 - Updated Title
2026-02-09 15:27:13.070 [main] INFO  com.revhire.service.JobServiceImpl - Job posted: Java Dev by Company ID: 1
2026-02-09 15:27:13.463 [main] INFO  com.revhire.service.AuthServiceImpl - User registered successfully: emp@test.com with role: EMPLOYER
2026-02-09 15:27:13.483 [main] INFO  com.revhire.service.AuthServiceImpl - User logged in: test@test.com (Role: JOB_SEEKER)
2026-02-09 15:27:13.499 [main] WARN  com.revhire.service.AuthServiceImpl - Failed login attempt for email: wrong@test.com
2026-02-09 15:27:13.511 [main] INFO  com.revhire.service.AuthServiceImpl - User registered successfully: new@test.com with role: JOB_SEEKER
2026-02-09 15:27:13.747 [main] INFO  com.revhire.service.JobServiceImpl - Job updated: ID 1 - Updated Title
2026-02-09 15:27:13.828 [main] INFO  com.revhire.service.JobServiceImpl - Job posted: Java Dev by Company ID: 1
2026-02-09 15:29:09.512 [main] INFO  com.revhire.service.AuthServiceImpl - User registered successfully: emp@test.com with role: EMPLOYER
2026-02-09 15:29:09.559 [main] INFO  com.revhire.service.AuthServiceImpl - User logged in: test@test.com (Role: JOB_SEEKER)
2026-02-09 15:29:09.585 [main] WARN  com.revhire.service.AuthServiceImpl - Failed login attempt for email: wrong@test.com
2026-02-09 15:29:09.615 [main] INFO  com.revhire.service.AuthServiceImpl - User registered successfully: new@test.com with role: JOB_SEEKER
2026-02-09 15:29:10.410 [main] INFO  com.revhire.service.JobServiceImpl - Job updated: ID 1 - Updated Title
2026-02-09 15:29:10.460 [main] INFO  com.revhire.service.JobServiceImpl - Job posted: Java Dev by Company ID: 1
2026-02-09 15:43:40.649 [main] INFO  com.revhire.service.AuthServiceImpl - User registered successfully: emp@test.com with role: EMPLOYER
2026-02-09 15:43:40.842 [main] INFO  com.revhire.service.AuthServiceImpl - User logged in: test@test.com (Role: JOB_SEEKER)
2026-02-09 15:43:40.923 [main] WARN  com.revhire.service.AuthServiceImpl - Failed login attempt for email: wrong@test.com
2026-02-09 15:43:40.995 [main] INFO  com.revhire.service.AuthServiceImpl - User registered successfully: new@test.com with role: JOB_SEEKER
2026-02-09 15:43:42.128 [main] INFO  com.revhire.service.JobServiceImpl - Job updated: ID 1 - Updated Title
2026-02-09 15:43:42.178 [main] INFO  com.revhire.service.JobServiceImpl - Job posted: Java Dev by Company ID: 1
2026-02-09 15:46:06.201 [main] INFO  com.revhire.service.AuthServiceImpl - User registered successfully: emp@test.com with role: EMPLOYER
2026-02-09 15:46:06.262 [main] INFO  com.revhire.service.AuthServiceImpl - User logged in: test@test.com (Role: JOB_SEEKER)
2026-02-09 15:46:06.307 [main] WARN  com.revhire.service.AuthServiceImpl - Failed login attempt for email: wrong@test.com
2026-02-09 15:46:06.338 [main] INFO  com.revhire.service.AuthServiceImpl - User registered successfully: new@test.com with role: JOB_SEEKER
2026-02-09 15:46:07.282 [main] INFO  com.revhire.service.JobServiceImpl - Job updated: ID 1 - Updated Title
2026-02-09 15:46:07.446 [main] INFO  com.revhire.service.JobServiceImpl - Job posted: Java Dev by Company ID: 1
2026-02-09 15:46:33.426 [main] INFO  com.revhire.service.AuthServiceImpl - User registered successfully: emp@test.com with role: EMPLOYER
2026-02-09 15:46:33.482 [main] INFO  com.revhire.service.AuthServiceImpl - User logged in: test@test.com (Role: JOB_SEEKER)
2026-02-09 15:46:33.509 [main] WARN  com.revhire.service.AuthServiceImpl - Failed login attempt for email: wrong@test.com
2026-02-09 15:46:33.539 [main] INFO  com.revhire.service.AuthServiceImpl - User registered successfully: new@test.com with role: JOB_SEEKER
2026-02-09 15:46:34.383 [main] INFO  com.revhire.service.JobServiceImpl - Job updated: ID 1 - Updated Title
2026-02-09 15:46:34.414 [main] INFO  com.revhire.service.JobServiceImpl - Job posted: Java Dev by Company ID: 1
2026-02-09 15:56:56.801 [main] INFO  com.revhire.service.AuthServiceImpl - User registered successfully: emp@test.com with role: EMPLOYER
2026-02-09 15:56:56.835 [main] INFO  com.revhire.service.AuthServiceImpl - User logged in: test@test.com (Role: JOB_SEEKER)
2026-02-09 15:56:56.850 [main] WARN  com.revhire.service.AuthServiceImpl - Failed login attempt for email: wrong@test.com
2026-02-09 15:56:56.863 [main] INFO  com.revhire.service.AuthServiceImpl - User registered successfully: new@test.com with role: JOB_SEEKER
2026-02-09 15:56:57.288 [main] INFO  com.revhire.service.JobServiceImpl - Job updated: ID 1 - Updated Title
2026-02-09 15:56:57.323 [main] INFO  com.revhire.service.JobServiceImpl - Job posted: Java Dev by Company ID: 1
2026-02-09 19:13:29.011 [main] INFO  com.revhire.service.AuthServiceImpl - User registered successfully: emp@test.com with role: EMPLOYER
2026-02-09 19:13:29.112 [main] INFO  com.revhire.service.AuthServiceImpl - User logged in: test@test.com (Role: JOB_SEEKER)
2026-02-09 19:13:29.150 [main] WARN  com.revhire.service.AuthServiceImpl - Failed login attempt for email: wrong@test.com
2026-02-09 19:13:29.172 [main] INFO  com.revhire.service.AuthServiceImpl - User registered successfully: new@test.com with role: JOB_SEEKER
2026-02-09 19:13:29.942 [main] INFO  com.revhire.service.JobServiceImpl - Job updated: ID 1 - Updated Title
2026-02-09 19:13:29.985 [main] INFO  com.revhire.service.JobServiceImpl - Job posted: Java Dev by Company ID: 1
2026-02-09 19:14:50.377 [main] INFO  com.revhire.service.AuthServiceImpl - User registered successfully: emp@test.com with role: EMPLOYER
2026-02-09 19:14:50.481 [main] INFO  com.revhire.service.AuthServiceImpl - User logged in: test@test.com (Role: JOB_SEEKER)
2026-02-09 19:14:50.518 [main] WARN  com.revhire.service.AuthServiceImpl - Failed login attempt for email: wrong@test.com
2026-02-09 19:14:50.561 [main] INFO  com.revhire.service.AuthServiceImpl - User registered successfully: new@test.com with role: JOB_SEEKER
2026-02-09 19:14:51.159 [main] INFO  com.revhire.service.JobServiceImpl - Job updated: ID 1 - Updated Title
2026-02-09 19:14:51.222 [main] INFO  com.revhire.service.JobServiceImpl - Job posted: Java Dev by Company ID: 1
2026-02-09 19:51:59.327 [main] INFO  com.revhire.service.AuthServiceImpl - User registered successfully: emp@test.com with role: EMPLOYER
2026-02-09 19:51:59.418 [main] INFO  com.revhire.service.AuthServiceImpl - User logged in: test@test.com (Role: JOB_SEEKER)
2026-02-09 19:51:59.450 [main] WARN  com.revhire.service.AuthServiceImpl - Failed login attempt for email: wrong@test.com
2026-02-09 19:51:59.476 [main] INFO  com.revhire.service.AuthServiceImpl - User registered successfully: new@test.com with role: JOB_SEEKER
